gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,No,52,DSL,Two year,78.72946743878563,4120.562169689613,No
Female,0,Yes,No,53,DSL,Two year,42.6441744755295,2231.613963198052,No
Male,0,No,No,52,DSL,Two year,73.21555464123048,3803.88063075003,No
Male,0,Yes,Yes,38,DSL,One year,59.65796924410486,2284.4229541388863,No
Male,1,No,No,44,Fiber optic,One year,70.26761854320944,3103.364508412847,Yes
Male,0,Yes,Yes,53,Fiber optic,One year,83.18301094697769,4403.628545660692,No
Male,0,Yes,No,2,Fiber optic,Month-to-month,90.38484262746347,162.52840101799262,Yes
Male,0,No,No,54,Fiber optic,Two year,85.70973767244625,4646.378268054819,No
Female,0,,Yes,35,Fiber optic,Two year,88.12247320069666,3037.262735739632,No
Male,0,Yes,Yes,46,DSL,One year,76.6668763654872,3533.1650693551614,Yes
Male,0,,Yes,72,DSL,Two year,54.43736129569311,3887.0730427521366,No
Male,0,No,No,55,Fiber optic,One year,90.94146897013664,4979.8499705966,No
Female,0,No,No,72,Fiber optic,Month-to-month,108.05657767890564,7789.281774421441,No
Female,0,Yes,No,11,DSL,Two year,71.753342629935,770.5459500094396,Yes
Male,0,Yes,No,29,Fiber optic,Month-to-month,,2180.862451585845,No
Female,0,No,Yes,69,Fiber optic,One year,105.2035017283502,7276.702561929484,No
Male,1,No,Yes,63,Fiber optic,Month-to-month,94.12859768383879,5912.663929062004,Yes
Male,0,No,Yes,47,No,One year,18.346347330941384,856.6467171233785,No
Female,0,Yes,No,7,Fiber optic,One year,83.23552819734422,555.0582213877672,Yes
Male,0,,No,64,Fiber optic,One year,72.25177486532593,4635.938042522733,No
Female,0,No,No,64,DSL,Month-to-month,54.40948755247341,3521.410470700311,Yes
Female,0,Yes,Yes,12,Fiber optic,Month-to-month,82.77032201670121,963.3657518468727,Yes
Male,0,Yes,No,12,Fiber optic,One year,89.10516986900089,1073.9722574377424,No
Male,0,Yes,No,36,Fiber optic,Two year,99.01702737653784,3572.699180949821,No
Female,0,No,No,29,Fiber optic,Month-to-month,106.616977601831,3060.64140570788,Yes
Male,0,Yes,Yes,11,No,Month-to-month,30.133799663988242,306.26174447213606,No
Male,0,No,No,53,DSL,Month-to-month,67.13509209039783,3512.9515833097616,No
Male,1,No,Yes,70,DSL,Two year,74.62556482475173,5237.810809802059,No
Female,0,No,Yes,47,Fiber optic,One year,113.69122217307554,5334.495284348834,No
Female,0,No,Yes,33,Fiber optic,Two year,113.0359674179587,3712.0462345529,Yes
Male,0,No,Yes,67,No,One year,,1313.1659037352558,No
Female,0,,Yes,43,Fiber optic,Month-to-month,82.55345667968227,3504.748209190401,No
Female,0,No,No,18,Fiber optic,One year,95.1162652463786,1744.218368183633,No
Female,0,Yes,Yes,53,Fiber optic,Month-to-month,87.93696470080135,4606.807477541107,No
Female,0,No,Yes,39,DSL,Month-to-month,45.26675873119853,1752.3849142242598,No
Female,0,Yes,Yes,72,Fiber optic,Month-to-month,84.38751173028257,6033.437258485868,No
Male,0,No,No,34,DSL,Month-to-month,79.01715046662557,2666.0826417706317,Yes
Male,0,No,No,37,DSL,Month-to-month,53.87707021986145,1979.9293165660902,No
Male,1,No,No,41,DSL,Month-to-month,56.75656273183846,2309.2755237893693,No
Female,0,Yes,No,49,,Month-to-month,40.25605687429188,1978.798487057458,No
Female,0,Yes,Yes,10,DSL,Month-to-month,68.77659519160795,709.7088062014301,Yes
Male,0,No,Yes,40,DSL,One year,56.542002621815186,2258.8513551994765,No
Female,0,Yes,No,18,DSL,Month-to-month,44.12560251580644,802.3455511428002,Yes
Male,0,No,No,25,DSL,Month-to-month,78.74226953218687,2007.5813885513066,Yes
Male,0,Yes,No,41,Fiber optic,Month-to-month,108.87166062925434,4446.288330561334,Yes
Male,0,No,No,36,Fiber optic,One year,106.30750447163635,3849.6669926291656,No
Female,0,Yes,No,2,No,One year,38.94680837104174,141.0333247119268,No
Female,0,,Yes,49,Fiber optic,Two year,90.3740042258569,4473.679701576223,No
Male,0,No,No,67,Fiber optic,Two year,105.92667701462241,,Yes
Male,0,Yes,Yes,53,Fiber optic,Month-to-month,80.31039486927256,4274.653777280326,No
Male,0,Yes,Yes,19,DSL,Month-to-month,67.8848218980848,1318.590617291585,Yes
Male,0,Yes,Yes,26,DSL,Month-to-month,40.563163687504115,1042.546126162136,No
Female,0,No,No,54,Fiber optic,Two year,76.3152690220307,4118.990330915491,No
Female,0,Yes,No,51,Fiber optic,One year,91.26294593014242,4649.470158632494,No
Male,0,No,No,25,Fiber optic,Month-to-month,70.60463474030041,1748.5323025838193,Yes
Male,0,Yes,Yes,17,Fiber optic,Month-to-month,93.09829277252096,1586.3354690462338,No
Female,0,Yes,No,61,DSL,Month-to-month,60.91166996260016,3702.4949477364817,No
Female,0,Yes,Yes,46,No,Month-to-month,30.54016493967705,1406.403506514154,Yes
Male,0,Yes,No,55,Fiber optic,Two year,75.01933384968082,4091.544715014565,No
Male,0,Yes,No,50,,One year,79.05059565636061,3939.1937812452607,No
Male,0,No,Yes,11,Fiber optic,One year,100.66416853585976,1140.19670026152,Yes
Female,1,No,Yes,12,DSL,Month-to-month,66.32750849850558,800.8039732582937,Yes
Female,1,Yes,Yes,40,DSL,Month-to-month,41.03600912841105,1674.8079934424695,No
Female,0,No,No,48,DSL,One year,61.61469448460153,2942.3658359419733,No
Male,0,No,No,56,DSL,One year,71.3992692799533,3992.15159665505,No
Male,0,Yes,No,8,DSL,Month-to-month,42.764035111415765,347.4855312115003,No
Female,0,Yes,Yes,14,Fiber optic,Month-to-month,90.658643262326,1264.353798169779,Yes
Female,1,Yes,Yes,56,No,Two year,23.162781825752546,1262.2588829379697,No
Male,0,Yes,Yes,54,No,Month-to-month,37.84164063380042,2057.619968193848,No
Female,0,No,No,17,Fiber optic,Month-to-month,79.29011966032277,1323.292299186696,No
Female,1,No,No,45,DSL,Month-to-month,52.73441652577921,2372.7881787555825,No
Male,0,Yes,Yes,5,DSL,One year,75.93778979965212,326.4269054106983,No
Female,0,Yes,Yes,3,Fiber optic,Month-to-month,86.53266530299864,243.38320135490403,Yes
Male,1,No,No,9,DSL,One year,61.253897623423775,548.1289968453035,Yes
Male,0,No,No,20,Fiber optic,Month-to-month,71.65176686154396,1447.0681780849668,No
Male,0,No,Yes,21,No,Month-to-month,39.6225609043759,801.1880131382894,No
Male,0,No,No,33,DSL,One year,72.99786831484758,2386.6500103902276,No
Male,0,,Yes,5,Fiber optic,One year,101.72004723733382,552.707537904857,Yes
Male,0,No,No,24,DSL,Two year,42.43021092359921,1067.4556282764224,No
Male,0,No,No,63,Fiber optic,Month-to-month,73.74349806863903,4658.708024161198,No
Female,1,Yes,Yes,26,,Month-to-month,61.798945231627584,1638.7636796499232,No
Male,0,No,Yes,33,DSL,One year,51.40257744813737,1686.4124313691716,No
Male,0,Yes,No,18,Fiber optic,Month-to-month,101.13947237515868,1836.8433913460788,Yes
Female,0,Yes,No,18,,Month-to-month,99.90962409238861,1813.449901849818,Yes
Female,0,Yes,No,38,Fiber optic,Month-to-month,111.9325699139649,4229.8976668147025,Yes
Female,0,Yes,Yes,33,Fiber optic,Month-to-month,84.06885303563212,2779.184813776116,No
Male,0,Yes,No,27,Fiber optic,Month-to-month,98.89317622454962,2662.732216659284,No
Female,0,Yes,No,49,Fiber optic,Two year,108.86816594193805,5343.736048335175,Yes
Male,0,Yes,Yes,50,No,Two year,27.269324658058157,1350.0890837142058,No
Male,0,Yes,Yes,15,No,Two year,35.76609162347361,500.1197314261702,No
Male,0,Yes,Yes,52,Fiber optic,Two year,76.56381007868865,3981.7495196395803,No
Male,0,Yes,Yes,68,Fiber optic,Month-to-month,106.69488825735716,7276.017721515691,No
Female,0,No,Yes,19,Fiber optic,Month-to-month,117.14910457604893,,Yes
Female,0,Yes,Yes,25,DSL,One year,53.275332839742646,1287.4782564249629,No
Male,0,Yes,Yes,25,DSL,Two year,54.6534576964786,1370.8973219944235,No
Male,0,No,Yes,33,Fiber optic,Month-to-month,74.17748385954273,2465.0711953687787,No
Male,0,No,No,60,Fiber optic,Month-to-month,102.07463897873558,6127.904153115404,No
Female,0,No,No,37,,Month-to-month,97.6225362817435,3633.6502539534995,No
Male,0,Yes,Yes,43,Fiber optic,Month-to-month,72.01728793661839,3061.4794733821877,No
Male,0,Yes,No,9,DSL,Month-to-month,70.08848107885247,602.1712560031092,No
Female,0,No,No,14,DSL,Month-to-month,73.171379829801,1039.1331236177944,Yes
Female,0,Yes,Yes,3,Fiber optic,Two year,115.3559802070377,337.36105467754237,Yes
Male,0,Yes,Yes,69,Fiber optic,Month-to-month,97.28670430853211,6742.107064085398,No
Female,0,Yes,No,56,No,Two year,26.314500872543935,1481.282068073165,No
Female,0,No,No,26,DSL,Month-to-month,75.0454861812831,1928.7977121901079,Yes
Male,0,Yes,Yes,53,Fiber optic,Two year,89.93484095340695,4742.902074160601,No
Female,0,No,Yes,41,DSL,Month-to-month,66.21772500938246,2668.0076988690375,No
Male,0,No,Yes,21,No,One year,30.384056410023156,655.252122837119,Yes
Female,0,Yes,No,39,No,Month-to-month,24.304027495462798,944.9387606355245,No
Male,0,No,No,23,Fiber optic,One year,74.34449687830241,1732.83171966951,Yes
Male,0,No,No,58,No,Two year,15.535388466767142,907.4961396138498,No
Male,0,No,No,69,Fiber optic,Month-to-month,91.41188702676936,6310.282945790256,No
Female,0,Yes,No,29,DSL,Month-to-month,59.24806299293427,1738.5789330157022,Yes
Male,1,No,No,62,Fiber optic,Month-to-month,111.1339134094946,6887.85475755578,Yes
Female,0,Yes,No,53,DSL,Month-to-month,56.57646599645885,2990.243596239561,No
Male,1,No,No,45,Fiber optic,Month-to-month,84.05799373667347,3782.6069088257627,No
Male,0,Yes,Yes,27,No,One year,26.55241170187883,737.9588273815351,No
Female,0,Yes,Yes,34,Fiber optic,Month-to-month,81.89952402120106,2761.0380445895785,No
Male,0,No,No,14,DSL,One year,43.65442444459826,634.2799341116211,Yes
Male,1,No,No,41,DSL,Two year,44.52172134744429,1826.9746089859825,No
Female,0,No,No,60,DSL,One year,52.766178395877105,3156.3688252753927,No
Male,0,Yes,Yes,42,DSL,Month-to-month,40.507056702339625,1705.877578657729,No
Male,0,Yes,No,51,DSL,One year,48.808131467249524,2518.6245738153175,No
Male,0,No,No,11,Fiber optic,Month-to-month,109.37615704661769,1232.3619323731773,Yes
Male,0,No,No,35,Fiber optic,Month-to-month,81.73085962151555,2870.38215280067,Yes
Female,0,No,No,19,Fiber optic,Month-to-month,75.5364755519758,1450.8426115184318,Yes
Female,0,Yes,Yes,65,DSL,Two year,77.96322239978156,5068.690302871612,No
Male,0,Yes,Yes,61,DSL,One year,64.89880465406478,3944.207449269394,No
Female,0,No,Yes,47,DSL,Month-to-month,42.40103797742663,2003.9714642073545,No
Male,0,No,Yes,14,DSL,Month-to-month,42.48975865979611,583.6363911388478,No
Female,0,Yes,Yes,67,DSL,Month-to-month,64.48488502796678,4294.824443194969,No
Male,1,No,No,52,DSL,Two year,61.60515208259646,3192.909513516437,No
Male,0,Yes,No,32,Fiber optic,Two year,73.41873861964925,2308.347630827936,No
Male,0,Yes,Yes,10,No,Month-to-month,20.607886874333385,,No
Male,0,Yes,No,17,Fiber optic,Month-to-month,116.4521457242794,2030.4141835474873,Yes
Male,0,Yes,Yes,40,Fiber optic,One year,98.60054052405087,3972.170694586086,No
Male,0,Yes,No,68,DSL,Month-to-month,57.61301592591321,3911.6814013236117,Yes
Female,0,Yes,No,63,No,Month-to-month,21.253885298009152,1352.0482733431882,Yes
Male,0,Yes,Yes,15,DSL,One year,45.34792169207484,656.4557542553831,Yes
Female,0,No,Yes,39,DSL,Month-to-month,56.10526736442724,2204.6451962855344,No
Male,0,Yes,Yes,57,DSL,One year,76.89466237325202,4389.526261660965,No
Female,0,Yes,Yes,10,DSL,Month-to-month,41.94845582710167,401.86082381961444,Yes
Female,0,Yes,Yes,71,Fiber optic,One year,119.54894079714333,8479.892900560695,Yes
Female,1,Yes,Yes,17,No,One year,20.195318005050197,333.5032701972665,No
Male,0,No,Yes,17,Fiber optic,Month-to-month,90.43836801995046,1558.702343402449,Yes
Male,0,Yes,Yes,16,DSL,One year,41.802052326628704,666.798491733089,No
Female,0,No,No,3,Fiber optic,Month-to-month,99.23911015540156,258.2638193121762,Yes
Male,0,No,No,51,Fiber optic,Month-to-month,94.17776327004958,4791.843476881187,No
Female,0,Yes,Yes,46,Fiber optic,Month-to-month,103.335351736739,4733.867028636947,No
Male,0,Yes,No,55,Fiber optic,Month-to-month,97.13390636457363,5305.415774136113,No
Female,0,Yes,Yes,26,Fiber optic,Month-to-month,89.90888923235345,2318.6013768551447,Yes
Female,0,Yes,Yes,31,Fiber optic,One year,106.88783489058353,3259.56031393867,Yes
Male,0,No,No,72,Fiber optic,Month-to-month,71.2510563893479,5106.806526432701,No
Female,0,No,Yes,19,DSL,Month-to-month,61.64116083498381,1176.0846516936674,Yes
Male,0,Yes,Yes,68,DSL,Two year,44.55504815316037,3041.08652523983,No
Female,0,Yes,No,15,Fiber optic,One year,91.80041665429167,1389.5925178000484,No
Female,0,Yes,No,58,No,Month-to-month,34.77813292145041,2041.0655580138593,Yes
Male,0,No,No,30,Fiber optic,Month-to-month,77.12303731302,2343.3814017354757,No
Male,0,Yes,No,48,No,Month-to-month,38.39525871931213,1817.3590746187185,No
Male,0,Yes,Yes,56,DSL,Month-to-month,75.54018769565619,4195.83396270558,No
Female,0,Yes,Yes,42,Fiber optic,Two year,90.74525354333493,3812.3653520021826,No
Male,0,No,No,24,DSL,Month-to-month,40.238993629037466,979.401004810571,No
Female,0,No,No,52,No,One year,34.74362066686215,1785.7849117109704,No
Female,0,Yes,Yes,43,DSL,Two year,75.23583213649133,3241.756894701273,Yes
Male,1,Yes,Yes,34,Fiber optic,One year,78.73690461777163,2722.618113820245,No
Male,0,No,No,60,DSL,Month-to-month,76.64768835266229,4565.455136829894,Yes
Female,0,Yes,Yes,3,Fiber optic,One year,115.7048638647348,347.2623968948088,Yes
Female,0,No,No,68,No,Two year,26.78227127585476,1847.1632249091567,No
Male,0,Yes,Yes,11,,One year,71.92139243191367,786.1908761451938,Yes
Male,0,No,Yes,13,Fiber optic,Two year,92.24739891359943,1209.5378122712345,Yes
Male,1,Yes,Yes,50,No,Month-to-month,29.101156647965446,1477.810676745839,Yes
Male,1,No,Yes,19,DSL,Two year,52.79356039239053,995.5352025006781,No
Male,0,No,No,44,Fiber optic,Two year,77.97346726604123,3404.30336499208,No
Female,1,No,Yes,33,DSL,Month-to-month,69.86146335256127,2302.9068896605663,No
Female,1,No,No,38,DSL,One year,40.05571378076543,1494.7498960921112,No
Female,0,No,No,3,Fiber optic,One year,98.97763448243907,283.1726833446576,No
Female,0,Yes,Yes,65,Fiber optic,One year,113.23430131892319,7371.278289275718,No
Male,0,No,No,35,DSL,Two year,48.85109147105802,1714.3165514069597,No
Male,0,No,Yes,36,DSL,Month-to-month,53.315978271920095,1944.3208470739594,No
Male,0,Yes,No,38,No,One year,29.68714632161157,1133.9118128252344,No
Female,0,No,No,39,Fiber optic,One year,82.343512326557,3191.9048561017753,No
Female,1,No,No,25,DSL,One year,73.89947429323132,1822.5690605411787,No
Male,0,Yes,Yes,64,Fiber optic,One year,88.33015835562776,5668.825073839928,Yes
Male,0,Yes,Yes,13,DSL,Month-to-month,63.26454879279545,828.4445786646572,Yes
Female,0,Yes,Yes,68,DSL,Month-to-month,49.04484590396835,3330.2469283067967,No
Female,1,Yes,No,70,Fiber optic,Two year,72.06931684954928,5053.32258380581,No
Male,1,Yes,No,1,Fiber optic,Two year,78.68501330068304,61.07853480256614,No
Male,0,Yes,Yes,72,DSL,Month-to-month,41.84795750435213,2951.915394843918,No
Female,0,Yes,No,54,Fiber optic,One year,93.43019498066096,5071.299864682034,No
Male,0,Yes,Yes,9,DSL,Two year,63.46549563672198,587.4126311013358,No
Male,0,No,No,36,Fiber optic,One year,72.23376038427264,2598.2411903422685,Yes
Male,0,Yes,Yes,37,DSL,One year,43.61928886151731,1591.4473927372019,No
Female,0,Yes,Yes,59,Fiber optic,Month-to-month,94.27625134051755,5556.960812953753,Yes
Female,0,Yes,No,21,DSL,One year,71.96719728803905,1468.0694066571334,No
Female,0,Yes,Yes,20,Fiber optic,One year,101.40045894578597,2030.8718040227864,No
Female,0,No,Yes,1,Fiber optic,One year,75.23551100519347,26.838451623015565,Yes
Female,0,No,No,59,DSL,One year,75.50169095365979,4457.265124479045,Yes
Female,0,No,No,28,DSL,Month-to-month,76.69800939158986,2129.9096625357947,No
Female,0,Yes,No,71,Fiber optic,Two year,86.24784139247305,6119.9067849005805,Yes
Male,0,No,No,56,DSL,One year,64.6407116752545,3591.4001326617954,No
Male,0,Yes,Yes,9,Fiber optic,One year,94.6163575092356,889.2516782164132,Yes
Male,0,Yes,No,65,Fiber optic,Two year,117.10118843149111,7620.589717374699,Yes
Male,0,Yes,No,36,Fiber optic,Two year,95.4374266474368,3418.534654125591,No
Male,0,Yes,No,34,No,Two year,38.999145342801604,1321.4840242561686,No
Male,0,Yes,No,32,Fiber optic,One year,79.96712752651031,2599.1001578678975,No
Male,0,Yes,Yes,66,Fiber optic,Month-to-month,87.276837884784,5736.526996443555,No
Female,0,No,No,25,Fiber optic,Month-to-month,109.06726200480688,2698.87410311052,No
Female,1,Yes,Yes,51,No,Month-to-month,34.59026838983419,1735.2259169508548,No
Male,0,Yes,Yes,63,DSL,Month-to-month,69.2873309582682,4348.069914346063,No
Male,0,Yes,Yes,45,Fiber optic,One year,112.9805732332652,5121.50228306458,Yes
Female,1,No,No,26,No,Month-to-month,32.5636543235953,832.6583030509714,No
Male,0,Yes,Yes,21,DSL,Two year,65.44340577888936,1363.8858059105764,Yes
Male,0,No,No,51,DSL,One year,58.35700052310048,2981.2483371306434,No
Female,0,No,No,24,No,Month-to-month,26.677193583233173,639.4736814078486,Yes
Male,0,Yes,No,12,Fiber optic,Month-to-month,90.30807466021209,1107.933853566591,Yes
Female,0,Yes,Yes,11,,Month-to-month,,733.4254334568923,Yes
Male,0,,No,27,Fiber optic,Two year,90.33319646164968,2447.1783508275034,Yes
Female,1,No,No,23,DSL,Month-to-month,45.89977256346388,1049.94990169724,No
Female,1,Yes,Yes,33,DSL,One year,44.26118464834587,1484.6145558233036,No
Female,0,Yes,Yes,38,Fiber optic,One year,116.22361376218889,4396.817042712131,Yes
Male,0,Yes,No,55,Fiber optic,One year,71.23694537689416,3896.7508624414286,No
Female,0,No,No,70,Fiber optic,Month-to-month,75.27336309028263,5258.9368226234965,No
Male,1,Yes,No,42,Fiber optic,Month-to-month,92.26524373227933,3904.183967712138,No
Male,1,Yes,Yes,29,Fiber optic,Month-to-month,83.14631334521899,2390.3201019638695,Yes
Male,0,No,Yes,34,DSL,Month-to-month,56.23395601608584,1896.9450161926563,No
Male,0,No,No,57,Fiber optic,One year,75.87236907969417,4329.074361130822,Yes
Female,0,No,No,3,DSL,Month-to-month,45.23627747389496,134.29260612744955,Yes
Female,0,Yes,No,6,DSL,Month-to-month,72.02631634900462,422.67186081160423,No
Male,0,No,No,48,No,Month-to-month,33.97771860250759,,No
Male,0,No,Yes,64,DSL,One year,44.17011462898457,2815.0595441275586,No
Female,0,Yes,Yes,13,Fiber optic,Month-to-month,103.389520744951,1370.4645205099994,No
Male,0,No,No,36,DSL,Month-to-month,64.37245293421933,2323.34371575384,No
Female,0,Yes,Yes,70,DSL,One year,68.53450890720919,4822.827860705067,No
Male,1,No,No,33,DSL,Month-to-month,58.977956182498964,1926.506752304813,Yes
Male,0,Yes,No,57,Fiber optic,Month-to-month,83.49934137667205,4755.75675203089,No
Female,0,No,Yes,55,DSL,Month-to-month,66.54716677426111,3612.659524265201,No
Male,0,Yes,Yes,13,Fiber optic,Two year,88.5678713261411,1184.809948335034,No
Female,0,No,No,51,Fiber optic,Month-to-month,80.94764505060803,4185.677140645156,No
Male,0,Yes,Yes,53,DSL,Month-to-month,56.345160548771325,2979.0903130674033,No
Male,0,No,Yes,36,Fiber optic,Two year,108.1634917800477,3903.2039215109294,Yes
Male,0,No,No,5,Fiber optic,Month-to-month,93.7896598268101,471.77924553137586,Yes
Female,0,Yes,Yes,25,No,One year,22.49660658583555,530.11373407032,No
Male,0,No,Yes,37,DSL,Month-to-month,73.27474459295313,2742.352201172984,Yes
Male,0,No,No,19,DSL,Month-to-month,75.26575020723739,1423.184447787456,Yes
Male,0,Yes,Yes,35,DSL,One year,57.330016950906995,1955.3427820715513,No
Male,0,Yes,Yes,34,Fiber optic,Two year,,2999.0727147958314,No
Female,0,Yes,No,54,Fiber optic,Month-to-month,100.63494735094825,5399.427514790374,Yes
Female,0,Yes,Yes,46,No,One year,16.449361151447825,759.7260613963864,No
Male,0,Yes,Yes,6,No,One year,32.28307901418993,196.60403133047117,No
Female,0,Yes,Yes,1,DSL,Month-to-month,71.29150421508987,100.94560415806629,Yes
Male,0,Yes,Yes,71,Fiber optic,One year,89.87209636285858,6426.663986968867,No
Male,0,Yes,Yes,34,Fiber optic,Month-to-month,78.73079250036982,2724.633114035077,Yes
Male,0,Yes,Yes,56,No,Month-to-month,15.720459378521587,854.7118211445622,No
Female,0,No,No,26,DSL,Month-to-month,,,Yes
Female,0,No,No,42,Fiber optic,Two year,83.4496703317455,3524.807357004032,No
Female,1,Yes,Yes,38,No,Month-to-month,26.597239678032107,997.6079492132218,No
Female,0,No,Yes,26,DSL,One year,55.454220866301235,1448.9878524110466,No
Female,0,No,No,59,Fiber optic,Month-to-month,78.74423979737313,4655.893143300035,No
Female,0,No,No,24,No,Month-to-month,27.709216711517602,652.8938107279276,Yes
Female,0,Yes,No,21,Fiber optic,One year,92.9796761370369,1984.6218480511372,Yes
Female,0,Yes,Yes,60,DSL,One year,64.9659049147933,3903.832298281096,No
Female,0,No,No,20,DSL,Month-to-month,50.07539978119147,997.2163177492149,No
Male,1,No,No,6,DSL,Month-to-month,48.58556319413623,260.9243326336543,No
Female,0,No,No,67,No,Two year,35.3586264939118,2397.811191567494,No
Female,0,No,No,10,No,Month-to-month,32.554806124101034,327.4223646348078,No
Female,0,Yes,Yes,12,Fiber optic,One year,108.61032258457817,1305.2810998770967,No
Female,0,Yes,No,22,Fiber optic,One year,76.1644905877514,1654.4655805197974,No
Female,0,Yes,Yes,62,DSL,One year,48.96158573308071,3057.96320913171,No
Female,0,Yes,Yes,61,Fiber optic,Two year,98.776575810182,5997.002187527864,No
Female,0,No,No,17,DSL,One year,74.28805387491633,1207.6951541501933,No
Female,0,Yes,Yes,10,Fiber optic,Month-to-month,114.6057321584235,1128.3384895490883,Yes
Female,1,Yes,Yes,12,Fiber optic,Month-to-month,111.59549811274636,1347.8214968867965,Yes
Female,1,No,No,40,Fiber optic,Month-to-month,72.16989730422137,2895.2558008759456,No
Female,0,Yes,No,23,No,Month-to-month,35.52197961639315,820.517816903519,Yes
Male,0,No,No,40,DSL,Two year,75.96364710084327,3034.2436047383603,No
Male,1,No,No,50,Fiber optic,Month-to-month,72.8374545076326,3645.8381755029027,No
Female,1,No,Yes,10,Fiber optic,One year,90.8140446888494,979.6478816649118,Yes
Female,0,Yes,Yes,4,Fiber optic,One year,96.83051616483507,393.56662461363663,Yes
Male,0,,No,1,Fiber optic,Two year,81.63751864417497,71.07742069292091,Yes
Female,0,Yes,Yes,43,DSL,One year,60.66742624148442,2606.0818564129477,Yes
Male,0,Yes,No,5,DSL,One year,75.43823151844259,372.0062562969192,Yes
Male,1,Yes,Yes,34,DSL,Month-to-month,74.67770025383058,2540.774784126547,Yes
Male,0,No,No,66,DSL,One year,77.59349125029924,5098.383236889878,No
Male,1,Yes,Yes,24,Fiber optic,Month-to-month,94.2054899197271,2280.9051809258276,No
Male,0,No,No,14,DSL,Two year,56.422677811756806,797.3390147035932,Yes
Female,1,Yes,Yes,41,Fiber optic,Month-to-month,103.28939095161766,4215.137224158967,Yes
Male,0,No,No,42,DSL,Month-to-month,56.67042310404136,2405.6519836946723,No
Female,0,No,Yes,13,Fiber optic,Month-to-month,72.09722980004288,889.6973389739508,Yes
Female,0,Yes,Yes,29,Fiber optic,One year,105.99607260852275,3127.700431485357,Yes
Male,0,Yes,Yes,65,DSL,One year,51.23935765131295,3377.6882963098365,No
Male,0,No,No,46,Fiber optic,Month-to-month,72.45426561335952,3376.0247751018064,No
Female,1,No,No,34,Fiber optic,Month-to-month,71.03105382634521,2402.6426018708157,No
Male,0,No,No,63,DSL,Month-to-month,77.25445074309272,4873.047160653706,No
Male,1,Yes,Yes,4,Fiber optic,Month-to-month,82.60380043220844,314.86962087059163,Yes
Female,1,Yes,Yes,28,DSL,Month-to-month,57.91596770092254,1632.414050254269,Yes
Female,0,No,No,1,DSL,Month-to-month,78.02305811595421,78.48219092018336,Yes
Male,0,No,No,36,Fiber optic,One year,93.37584893903626,3350.0242125475697,No
Female,0,Yes,Yes,13,,Month-to-month,43.14437294105245,549.1040988841601,Yes
Male,0,No,No,5,Fiber optic,Two year,97.59680236233297,490.0461638967577,Yes
Male,0,Yes,Yes,14,DSL,Month-to-month,43.527946138162605,682.7961081790578,Yes
Male,0,Yes,Yes,32,DSL,One year,43.803515134941456,1434.3508343982858,Yes
Female,0,Yes,Yes,50,Fiber optic,One year,112.57385369012299,5630.834361629301,Yes
Female,0,Yes,No,27,Fiber optic,Month-to-month,84.47107716822947,2276.1894139485134,Yes
Female,0,Yes,Yes,35,Fiber optic,Month-to-month,103.93351000562181,3653.247748207217,No
Female,0,Yes,No,3,DSL,Month-to-month,60.35697341314647,165.74720769987113,No
Female,1,Yes,No,4,Fiber optic,Month-to-month,81.11633456022071,318.76385181409546,Yes
Male,0,No,Yes,7,No,Month-to-month,27.94550746633019,146.82983376184472,Yes
Male,1,No,No,3,Fiber optic,Month-to-month,73.44967679498764,222.62037001944185,Yes
Male,0,No,No,59,Fiber optic,Month-to-month,87.36061747948547,5157.183309541077,No
Male,0,No,Yes,1,Fiber optic,Month-to-month,96.14181125102458,82.54688886407473,Yes
Female,0,Yes,Yes,28,DSL,Month-to-month,49.13577352342608,1387.0864036086546,No
Male,0,No,No,59,DSL,Month-to-month,66.40752520725442,3921.155696780175,No
Female,0,No,No,53,DSL,Month-to-month,42.072476867852274,2216.5464214803665,No
Male,0,Yes,Yes,10,No,One year,27.120247446765674,291.7786610067141,No
Female,0,Yes,Yes,71,DSL,One year,68.59983125157534,4866.09589590728,No
Female,0,Yes,Yes,3,Fiber optic,Two year,91.49730294783865,248.30459836669152,Yes
Male,0,No,No,7,DSL,Month-to-month,74.98345661275752,480.8520521218154,Yes
Male,0,Yes,No,9,Fiber optic,Month-to-month,101.60963906203328,950.3719690714076,Yes
Male,0,No,No,69,DSL,Month-to-month,78.33971664234952,5408.588333097543,No
Male,0,No,No,13,Fiber optic,Month-to-month,84.20609063874893,1096.7670793784002,Yes
Female,0,No,No,40,DSL,One year,77.55157323418989,3100.9679858738923,No
Male,0,No,No,62,No,Month-to-month,30.170564747142418,1901.0258387200024,No
Male,0,No,No,62,Fiber optic,One year,107.25894496066994,6653.619724981657,No
Female,1,Yes,Yes,10,Fiber optic,One year,115.10805585217236,1189.7813363859477,Yes
Male,0,Yes,No,11,DSL,Two year,62.04788751967284,686.1719099222063,Yes
Male,0,No,No,62,DSL,Month-to-month,74.48723167798661,4551.3406980259115,No
Male,0,Yes,Yes,56,No,Month-to-month,28.542423489701385,1630.047748226841,Yes
Male,0,Yes,No,49,DSL,Month-to-month,63.9679571046895,3142.311683833781,Yes
Male,0,Yes,Yes,16,DSL,Month-to-month,57.80394291589542,912.1905531104237,Yes
Female,0,,No,9,Fiber optic,Two year,77.28192759200515,689.1193691065226,Yes
